T_GeV,T_MeV,a_internal,a_physical,z,H_RTK_over_c_Mpc_inv,H_sameparams_LCDM_over_c_Mpc_inv,R_H
0.0004053945909165646,0.4053945909165646,8.883363447114029e-08,3.8917374926297937e-08,1417482842.2400537,161468866238.8301,161468868033.9421,0.9999999888847555
0.0004273565378317914,0.4273565378317914,8.549998438506693e-08,3.9709572211515864e-08,1478875310.0428958,166338752880.17422,166338754758.2558,0.9999999887096747
0.0004507402364384281,0.4507402364384281,8.20171685975473e-08,4.052454640621029e-08,1543396694.6723585,171331496990.69846,171331498954.6526,0.9999999885366375
0.00047565691130949093,0.47565691130949095,7.838576782167563e-08,4.136310388840912e-08,1611233135.9430788,176450858439.53812,176450860492.38895,0.9999999883622328
0.000502227063037381,0.5022270630373809,7.46064867999612e-08,4.222605575372876e-08,1682586194.6560953,181700664100.38974,181700666245.2852,0.9999999881976147
0.000530581337465983,0.530581337465983,7.067019182241816e-08,4.31142189979836e-08,1757674214.1406987,187084808145.24796,187084810385.46304,0.9999999880244345
0.0005608614102630182,0.5608614102630182,6.657791813772539e-08,4.402841784620824e-08,1836733936.6151614,192607252308.12296,192607254647.06033,0.9999999878570324
0.0005932219139872381,0.5932219139872381,6.233086576396321e-08,4.496948521741131e-08,1920022247.9118927,198272025759.73367,198272028200.9263,0.9999999876889342
0.0006278324669524599,0.62783246695246,5.793040734111361e-08,4.593826431367087e-08,2007818072.5167158,204083225825.08334,204083228372.19565,0.999999987515001
0.0006648798434054586,0.6648798434054586,5.337809423857125e-08,4.693560029359059e-08,2100424342.4751966,210045018151.5032,210045020808.33023,0.9999999873559162
0.0007045702995424861,0.7045702995424861,4.86756596359696e-08,4.796234211376227e-08,2198160098.313721,216161637437.92416,216161640208.39316,0.9999999871839146
0.000747133049826003,0.747133049826003,4.3825020514733597e-08,4.9019334606880034e-08,2301372625.2032886,222437179869.32443,222437182757.49493,0.9999999870161761
0.000792822878455619,0.792822878455619,3.882828949723028e-08,5.010741097624876e-08,2410449815.575191,228875746455.54025,228875749465.6059,0.9999999868486494
0.0008419238699006423,0.8419238699006423,3.368776162648454e-08,5.1227385484264695e-08,2525813131.0758896,235481507608.17365,235481510744.46292,0.999999986680113
0.0008947513704002193,0.8947513704002193,2.8405890818944196e-08,5.238004481566414e-08,2647931173.322116,242258681543.20325,242258684810.18063,0.9999999865150155
0.0009516561678270682,0.9516561678270682,2.2985273597476743e-08,5.356614407474442e-08,2777323751.694398,249211577877.48566,249211581279.75662,0.999999986346241
0.0010120299541001142,1.0120299541001142,1.7428641311375084e-08,5.478638540182738e-08,2914566111.464369,256344583040.3905,256344586582.68817,0.9999999861827412
0.0010753091899088258,1.0753091899088258,1.1738822471464228e-08,5.6041395878039716e-08,3060293425.1823444,263662215473.526,263662219160.71185,0.9999999860156618
0.0011419794835726214,1.1419794835726213,5.917449412979392e-09,5.7331693194516e-08,3215206324.759443,271169164030.42496,271169167867.49414,0.9999999858507045
0.0012125813246130625,1.2125813246130625,2.263809763800778e-09,5.865765220261133e-08,3380078854.6474595,278870275674.10187,278870279666.1914,0.9999999856849203
0.001287717988954329,1.287717988954329,1.9253284700038874e-09,6.002015156039972e-08,3555777345.644964,286770563657.3043,286770567809.7065,0.9999999855261427
0.0013670630306513163,1.3670630306513163,1.7438771585985934e-09,6.142095074951757e-08,3743262034.4681053,294875207106.94946,294875211425.0992,0.999999985354356
0.0014503689109079427,1.4503689109079427,1.6170306639288376e-09,6.286129801219936e-08,3943597829.4111056,303189555844.34015,303189560333.8191,0.9999999851984204
0.0015374777731063778,1.5374777731063778,1.5156118903312434e-09,6.434274357518805e-08,4157964757.936102,311719137484.642,311719142151.13885,0.9999999850316922
0.0016283333512836635,1.6283333512836635,1.4292328025058881e-09,6.586685503951182e-08,4387668462.590885,320469664238.37787,320469669087.65594,0.9999999848696168
0.0017230007510776545,1.7230007510776544,1.352830631517238e-09,6.743523027758165e-08,4634150760.891003,329447040836.3383,329447045874.23114,0.9999999847077565
0.0018216401368782814,1.8216401368782814,1.2837365385587306e-09,6.904949959685022e-08,4899010202.49563,338657371459.5816,338657376692.0796,0.9999999845519344
0.0019245042304936786,1.9245042304936787,1.220361968817702e-09,7.071133787106188e-08,5184012789.427056,348106966556.57764,348106961549.7259,1.0000000143830874
0.0020319372618728404,2.0319372618728404,1.1616888272639755e-09,7.242246673041302e-08,5491112722.992945,357802348177.87085,357802343573.82495,1.0000000128675797
0.002144379107185121,2.144379107185121,1.1069825060503554e-09,7.418465704867133e-08,5822493295.718843,367750253717.97284,367750249404.76276,1.0000000117299976
0.0022623725786070286,2.2623725786070283,1.055668632455284e-09,7.599973166578204e-08,6180557849.489681,377957649366.31934,377957645245.87177,1.0000000109018774
0.002386570936054809,2.386570936054809,1.0072728218578203e-09,7.787957245976968e-08,6567939450.198882,388431743247.96277,388431739250.602,1.0000000102911057
0.00251774760953678,2.51774760953678,9.614274168322533e-10,7.982612155503928e-08,6987528102.425247,399179999729.4893,399179995798.06134,1.0000000098499737
0.002656808052427052,2.656808052427052,9.179416313597346e-10,8.18413826572691e-08,7442497073.249305,410210152278.66046,410210148363.29626,1.0000000095447525
0.0028048067734628197,2.8048067734628195,8.76605375921605e-10,8.392742324188047e-08,7936330677.341795,421530176822.4959,421530172883.2938,1.000000009345276
0.0029629649473859007,2.9629649473859006,8.372403871351393e-10,8.608637936021346e-08,8472841596.430886,433148300457.9952,433148296475.79425,1.0000000091933507
0.003132691219562124,3.132691219562124,7.996939681224567e-10,8.83204525771487e-08,9056209184.358643,445072992790.5061,445072988766.28815,1.0000000090418784
0.0033156055128075437,3.315605512807544,7.638353802045376e-10,9.063191873256388e-08,9691011991.378397,457312976391.2812,457312972339.429,1.000000008860341
0.003513565598239449,3.5135655982394494,7.29552956090934e-10,9.302313080505666e-08,10382052395.695833,469877250971.0946,469877246915.13654,1.0000000086319518
0.0037286989336676895,3.7286989336676895,6.967516804006872e-10,9.54965244130558e-08,11134690683.272207,482774991033.1445,482774987003.06757,1.000000008346599
0.003963443240487689,3.963443240487689,6.653511561305188e-10,9.805462831114486e-08,11955283320.881388,496015447964.49115,496015444001.0214,1.000000007990657
0.004220600572218402,4.220600572218402,6.352838097622324e-10,1.0070006925142123e-07,12850744140.008139,509608046060.82294,509608042220.52637,1.0000000075354234
0.004503389067873867,4.503389067873867,6.064933135483353e-10,1.0343422769338175e-07,13828797274.625801,523562380646.0364,523562377000.9932,1.000000006960432
0.004815508200025898,4.815508200025899,5.789327166732601e-10,1.0626230305291385e-07,14897919582.619028,537888214356.44403,537888211001.76404,1.0000000062366674
0.005160233018401844,5.160233018401844,5.52562882796595e-10,1.0918971513872924e-07,16067375853.665567,552595474509.4923,552595471.0,1.0000000060207674
